N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,TYPE,STATUT,DATE DE RETRAIT,MOTIF DE RETRAIT
2206,117/17 D 017/98,17 D 017,CHLORTETRACYCLINE,AUREOMYCINE,PDE.OPHT.,0.01,T/5G,Liste II,HOP,OFF,PROMOPHARM,MAROC,1998-05-16 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
2207,032/17 D 017/97,17 D 017,CHLORTETRACYCLINE,OPHTALMOSA CUSI AUREOMYCINE 1%,PDE.OPHT.,0.01,T/5G,Liste II,HOP,OFF,CUSI,ESPAGNE,1997-07-19 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
2208,057/17 D 020/98,17 D 020,GENTAMICINE,ALCOMICIN,COLLY.,3MG/ML,FL/5ML,Liste I,HOP,OFF,SYNTHELABO,FRANCE,1998-04-27 00:00:00,Gé,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2209,190/17 D 020/98,17 D 020,GENTAMICINE,GENTAM,COLLY.,3MG/ML,FL/8ML,Liste I,HOP,OFF,SAUDI PHARMACEUTICAL INDUSTRIES & MEDICAL APPLIANCES COORPORATION (SPIMACO),ARABIE SAOUDITE,1998-11-29 00:00:00,Gé,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2210,032/17 D 020/96,17 D 020,GENTAMICINE,"COLIRCUSI GENTAMICINE 0,3%",COLLY.,3MG/ML,FL/10ML,Liste I,HOP,OFF,CUSI,ESPAGNE,1996-12-25 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2211,027/17 D 020/97,17 D 020,GENTAMICINE,GENTALLINE,COLLY.,3MG/ML,FL/5ML,Liste I,HOP,OFF,SCHERING PLOUGH,FRANCE,1997-04-02 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2212,170/17 D 020/98,17 D 020,GENTAMICINE,GENTAMICIN,COLLY.,3MG/ML,FL/5ML,Liste I,HOP,OFF,KRKA,SLOVENIE,1998-12-15 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
2213,096/17 D 020/98,17 D 020,GENTAMICINE (SOUS FORME DE SULFATE),"GENTAMICINE CHAUVIN O,3%",COLLY.,0.003,FL/5ML,Liste I,HOP,OFF,CHAUVIN,FRANCE,1998-04-27 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2214,190/17 D 021/98,17 D 021,GENTAMICINE,GENTAM,PDE.OPHT.,3MG/G,T/4G,Liste I,HOP,OFF,SAUDI PHARMACEUTICAL INDUSTRIES & MEDICAL APPLIANCES COORPORATION (SPIMACO),ARABIE SAOUDITE,1998-11-29 00:00:00,Gé,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2215,188/17 D 021/99,17 D 021,GENTAMICINE,GENTALEK,PDE.OPHT.,3MG/G,T/5G,Liste I,HOP,OFF,LEK,SLOVENIE,1999-03-16 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
2216,027/17 D 021/97,17 D 021,GENTAMICINE,GENTALLINE,PDE.OPHT.,3MG/G,T/5G,Liste I,HOP,OFF,SCHERING PLOUGH,FRANCE,1997-08-19 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2217,170/17 D 021/99,17 D 021,GENTAMICINE,GENTAMICINE,PDE.OPHT.,"0,3%",T/3G,Liste I,HOP,OFF,KRKA,SLOVENIE,1999-12-26 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
2218,014/17 D 021/96,17 D 021,GENTAMICINE,GENTICOL,PDE.OPHT.,3MG/G,T/10G,Liste I,HOP,OFF,S I F I,ITALIE,1996-10-13 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2219,032/17 D 022/96,17 D 022,NEOMYCINE,"COLIRCUSI NEOMYCINE 0,35%",COLLY.,"0,35%",FL/10ML,Liste II,HOP,OFF,CUSI,ESPAGNE,1996-12-25 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2220,014/17 D 026/97,17 D 026,NEOMYCINE SULFATE /GRAMICIDINE,NEOGRAM,COLLY.,"0,32%/0,005%",FL/5ML,,HOP,OFF,S I F I,ITALIE,1997-11-09 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2221,182/17 D 029/09,17 D 029,NORFLOXACINE,NORFLOX,GTTES.OPHT.,"0,3% (OU 3MG/ML)",FL./10ML,Liste I,HOP,OFF,CIPLA LIMITED,INDE,,Gé,I,2014-05-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2222,003/17 D 030/99,17 D 030,OXYTETRACYCLINE,OXYMED,PDE.OPHT.,0.01,T/5G,,HOP,OFF,SAIDAL,ALGERIE,1999-01-12 00:00:00,Gé,F,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2223,028/17 D 030/98,17 D 030,OXYTETRACYCLINE (CHLORHYDRATE),POSICYCLINE,PDE.OPHT.,0.01,T/5G,,HOP,OFF,ALCON,FRANCE,1998-01-24 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2224,028/17 D 032/97,17 D 032,FRAMYCETINE / POLYMYXINE B/SYNEPHRINE,POLYFRA,COLLY.,700 000 UI/700 000UI/100 MG/100ML,FL/10ML,,HOP,OFF,ALCON,FRANCE,1997-11-08 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2225,243/17 D 034/01,17 D 034,RIFAMYCINE,RIFAMED,PDE.OPHT.,0.01,T/5G,Liste I,HOP,OFF,MEDI PHARMA INTERNATIONAL (MEDICOLABS SYRIE),SYRIE,2001-12-05 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2226,051/17 D 112/99,17 D 112,DEXAMETHASONE/NEOMYCINE,DEXAGRANE,COLLY.,100MG/340000UI/100ML,FL/5ML,Liste I,HOP,OFF,LEURQUIN MEDIOLANUM,FRANCE,1999-01-23 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2227,028/17 D 122/01/16,17 D 122,TOBRAMYCINE,TOBREX,COLLYRE SOLUTION,300 000UI,FL/5ML+COMPTE GOUTTE,LISTE I,HOP,OFF,ALCON,ALGERIE,2007-05-03 00:00:00,Gé,I,2022-09-28 00:00:00,RETRAIT PAR LE DETENTEUR POUR RAISONS COMMERCIALE
2228,028/17 D 123/02,17 D 123,OXYTETRACYCLINE,POSICYCLINE,COLLY. EN SOL.,0.01,FL /5ML,,HOP,OFF,ALCON,FRANCE,2002-10-16 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2229,022/17 D 124/00,17 D 124,DICLOFENAC/GENTAMICINE,VOLTAMICINE,COLLY.,0.1G/300 000UI /100ML,FL/5ML,Liste I,HOP,OFF,CIBA VISION ophtalmics,FRANCE,2000-11-11 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2230,179/17 D 132/98,17 D 132,METHYL CELLULOSE,DACRYOLARMES,COLLY.,1G/100ML,FL/10ML,,HOP,OFF,MARTIN-JOHNSON&JOHNSON-MSD,FRANCE,1998-12-15 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2231,182/17 D 157/09,17 D 157,OFLOXACINE,OFLOX,COLLY.,0.003,FL./5ML,Liste I,HOP,OFF,CIPLA LTD,INDE,,Gé,I,2014-05-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2232,179/17 E 038/99,17 E 038,ACIDE BORIQUE/BORATE DE SODIUM /TARTRATE DE SYNEPHRINE,DACRYOBORALINE,COLLY. EN SOL.,"1G/0,25G/0,5G/100ML",FL/10ML,,HOP,OFF,MARTIN-JOHNSON&JOHNSON-MSD,FRANCE,1999-01-03 00:00:00,Ré,I,2013-03-19 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2233,022/17 E 039/97,17 E 039,ARGENT PROTEINATE (VITELLINATE D'ARGENT),ARGYROL,COLLY.,0.01,FL/10ML,,HOP,OFF,H . FAURE ( groupe CIBA VISION ),FRANCE,1997-04-29 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2234,067/17 E 039/98,17 E 039,PROTEINATE D'ARGENT,STILLARGOL,COLLY.,0.01,FL./25ML,,HOP,OFF,MAYOLY SPINDLER,FRANCE,1998-10-28 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR DANS LE PAYS D'ORIGINE
2235,052/17 E 040/98,17 E 040,CETHEXONIUM BROMURE,BIOCIDAN,COLLY.,"2,5MG/ML",AMP-COMPTE GTTES DE10ML,,HOP,OFF,SANOFI WINTHROP,FRANCE,1998-10-28 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2236,024/17 E 041/98,17 E 041,PROPIONATE DE SODIUM,PROPIONATE DE SODIUM - CHIBRET,COLLY.,0.05,FL/10 ML,,HOP,OFF,MERCK SHARP & DHOME CHIBRET,FRANCE,1998-11-14 00:00:00,Gé,I,2005-03-22 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2237,051/17 E 128/01,17 E 128,METHYLTHIONINIUM / NAPHAZOLINE,COLLYRE BLEU LAITER,COLLY.,2MG/5MG,FL/10ML,Liste II,HOP,OFF,LEURQUIN MEDIOLANUM,FRANCE,2001-04-22 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2238,243/17 F 042/01,17 F 042,ACICLOVIR,VIRAMED,PDE.OPHT.,0.03,T/5G,Liste I,HOP,OFF,MEDI PHARMA INTERNATIONAL (MEDICOLABS SYRIE),SYRIE,2001-08-20 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2239,188/17 F 042/99,17 F 042,ACICLOVIR,ACLOVIR,PDE. OPHT.,0.03,"T/4,5G",Liste I,HOP,OFF,LEK,SLOVENIE,1999-03-16 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
2240,032/17 F 042/97,17 F 042,ACICLOVIR,CUSIVIRAL OPHTALMIQUE,PDE.OPHT.,0.03,"T/4,5G",Liste I,HOP,OFF,CUSI,ESPAGNE,1997-07-19 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2241,262/17 F 042/98,17 F 042,ACICLOVIR,ZOVIRAX,PDE OPHT,0.03,"T/4,5 G",Liste I,HOP,OFF,GLAXOSMITHKLINE,FRANCE,1998-10-28 00:00:00,Ré,I,2019-04-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL ( arret de commercialisation mondiale)
2242,014/17 G 046/96,17 G 046,DESONIDE,PRENACID,COLLY.,0.0025,FL/10ML,Liste I,HOP,OFF,S I F I,ITALIE,1996-10-13 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2243,014/17 G 047/96,17 G 047,DESONIDE,PRENACID,PDE.OPHT.,0.0025,T/10G,Liste I,HOP,OFF,S I F I,ITALIE,1996-10-13 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2244,196/17 G 052/98,17 G 052,HYDROCORTISONE,CORTIMYCINE,PDE.OPHT.,0.01,T/5G,Liste I,HOP,OFF,CUKUROVA DIS TICARET AS,TURQUIE,1998-12-23 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2245,024/17 G 053/99,17 G 053,PREDNISOLONE,SOLUCORT,COLLY.,0.0025,FL/5ML,Liste I,HOP,OFF,MERCK SHARP & DHOME CHIBRET,FRANCE,1999-01-13 00:00:00,Ré,I,2005-03-23 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2246,032/17 H 057/96,17 H 057,ATROPINE,COLIRCUSI ATROPINE,COLLY.,0.005,FL/10ML,Liste I,HOP,OFF,CUSI,ESPAGNE,1996-12-25 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2247,177/17 H 057/98,17 H 057,ATROPINE,MIDRISOL,COLLY.,0.005,FL/5ML,Liste I,HOP,OFF,ABDI IBRAHIM,TURQUIE,1998-11-18 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2248,135/17 H 058/98,17 H 058,ATROPINE,ATROPINE,COLLY.,0.01,FL/5ML,Liste I,HOP,OFF,MEDICUBA,CUBA,1998-11-14 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2249,032/17 H 058/96,17 H 058,ATROPINE,COLIRCUSI ATROPINE,COLLY.,0.01,FL/10ML,Liste I,HOP,OFF,CUSI,ESPAGNE,1996-12-25 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2250,177/17 H 058/98,17 H 058,ATROPINE,MIDRISOL,COLLY.,0.01,FL/5ML,Liste I,HOP,OFF,ABDI IBRAHIM,TURQUIE,1998-11-18 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2251,024/17 H 061/99,17 H 061,PHENYLEPHRINE,NEOSYNEPHRINE CHIBERT,COLLY.,0.1,FL/10ML,,HOP,OFF,MERCK SHARP & DHOME CHIBRET,FRANCE,1999-01-16 00:00:00,Gé,I,2005-03-22 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2252,024/17 J 065/99,17 J 065,INDOMETACINE,INDOCID,COLLY.,0.01,FL/3ML,Liste I,HOP,OFF,MERCK SHARP & DHOME CHIBRET,FRANCE,1999-01-13 00:00:00,Ré,I,2005-03-22 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2253,271/17 K 068/98,17 K 068,FLUORESCEINE,FLUORESCEINE SODIQUE FAURE,SOL.INJ.IV,0.1,B/1AMP. DE 5ML,,HOP,OFF,NOVARTIS OPHTALMICS,FRANCE,1998-12-29 00:00:00,Ré,I,2018-07-01 00:00:00,RETRAIT PAR LE DETENTEUR a cause de transfert du pdt au laboratiore ( SERB)
2254,028/17 K 070/97,17 K 070,HYDROXYETHYLCELLULOSE,GONIOSOL,COLLY.,0.01,FL/10ML,,HOP,OFF,ALCON,FRANCE,1997-12-30 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2255,068/17 K 072/97,17 K 072,IODOHEPARINATE DE SODIUM,DIOPARINE,COLLY.,150 000UI,FL/5ML,Liste I,HOP,OFF,NOVARTIS PHARMA S.A.,FRANCE,1997-05-24 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2256,014/17 K 074/97,17 K 074,HYDROXY PROPYL METHYLCELLULOSE/CHLORURE BENZALKONIUM (LARMES ARTIFICIELLES),LACRISIFI,COLLY. (LARMES ARTIFICIELLES),"0,5%/0,010%",FL/10ML,,HOP,OFF,S I F I,ITALIE,1997-11-09 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2257,051/17 L 080/97,17 L 080,EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS/BETACAROTENE,DIFRAREL 100,COMP.ENRO.,100MG/5MG,B/20,,HOP,OFF,LEURQUIN MEDIOLANUM,FRANCE,1997-08-04 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2258,051/17 L 081/97,17 L 081,EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS / TOCOPHEROL,DIFRAREL E,COMP.ENRO.,50MG/50MG,B/24,,HOP,OFF,LEURQUIN MEDIOLANUM,FRANCE,1997-08-04 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2259,052/17 M 089/98,17 M 089,HYALURONIDASE,HYALURONIDASE CHOAY,PDRE.P. USAGE PARENT.,250UI,B/10 Flacons,,HOP,,SANOFI WINTHROP,FRANCE,1998-04-20 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2260,179/18 A 022/02,18 A 022,LIDOCAINE CHLORHYDRATE/PHENYLEPHRINE CHLORHYDRATE/PROPIONATE DE SODIUM,OTORALGYL A LA PHENYLEPHRINE,SOL. P. PULV. AURI.,"1G/0,25G/5G",F/15ML,,HOP,OFF,MARTIN-JOHNSON&JOHNSON-MSD,FRANCE,2002-01-23 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2261,024/18 B 003/99,18 B 003,COLISTINE/TETRACYCLINE/PREDNISOLONE,COLICORT,SOL AURI.,"25MUI / 1%/ 0,1%",FL/5 ML,Liste I,HOP,OFF,MERCK SHARP & DHOME CHIBRET,FRANCE,1999-01-13 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2262,347/18 C 007/06,18 C 007,BETAHISTINE (DICHLORYDRATE),BETAHISTINE G GAM,COMP.,8MG,B/90,Liste I,HOP,OFF,G GAM,FRANCE,2006-03-06 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2263,172/18 C 007/99,18 C 007,BETAHISTINE,MICROSERC,COMP.,8MG,B/30,Liste I,HOP,OFF,AMRYA INDUSTRIES,EGYPTE,1999-02-17 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2264,018/18 C 007/99,18 C 007,BETAHISTINE,VERTILOX,COMP.,8MG,B/100,Liste I,HOP,OFF,LABORATOIRES DE DEVELOPPEMENT PHARMACEUTIQUE (LDP),FRANCE,1999-01-03 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2265,295/18 C 007/05,18 C 007,BETAHISTINE,BETAHISTINE BIOGARAN,COMP.,8MG,B/30,Liste I,HOP,OFF,BIOGARAN,FRANCE,2005-10-23 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2266,046/18 C 008/99,18 C 008,MECLOZINE,AGYRAX,COMP.SEC.,25MG,B/15,,HOP,OFF,UCB PHARMA,FRANCE,1999-05-04 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2267,064/18 C 019/98,18 C 019,GINKGO BILOBA,GINGERAL,SOL.BUV.,40MG/ML,FL/125ML,,HOP,OFF,KRG PHARMA,ALGERIE,1998-03-25 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2268,196/18 C 019/98,18 C 019,GINKGO BILOBA,TEBOKAN FORT,SOL.BUV.,40MG/ML,FL/50ML,,HOP,OFF,CUKUROVA DIS TICARET AS,TURQUIE,1998-12-23 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2269,146/19 B 006/98,19 B 006,MEBENDAZOLE,WORMGO,COMP.,100MG,B/6,Liste II,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-12-09 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2270,038/19 B 007/97,19 B 007,MEBENDAZOLE,MEBENDAN,SUSP.BUV.,20MG/ML,FL/30ML,Liste II,HOP,OFF,TEDEC MEIJI,ESPAGNE,1997-08-26 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2271,137/19 B 007/99,19 B 007,MEBENDAZOLE,ANTHELMIN,SUSP.BUV.,20MG/ML,FL/30ML,Liste II,HOP,OFF,PHARCO EGYPTE,EGYPTE,1999-02-10 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2272,012/19 B 012/99,19 B 012,THIABENDAZOLE,CROBENDAZOLE,COMP. A CROQ.,500MG,B/6,,HOP,OFF,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2273,038/19 B 027/97,19 B 027,MEBENDAZOLE,MEBENDAN,GLES.,100MG,B/8,Liste II,HOP,OFF,TEDEC MEIJI,ESPAGNE,1997-11-19 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2274,012/19 C 014/99,19 C 014,CHLOROQUINE,CROQUINE,COMP.,100MG,B/20,Liste II,HOP,OFF,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2275,016/19 C 015/96,19 C 015,CHLOROQUINE,NIVAQUINE,SIROP,0.005,FL/150ML,,HOP,OFF,RHONE POULENC RORER,FRANCE,1996-10-28 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2276,016/19 C 016/96,19 C 016,CHLOROQUINE,NIVAQUINE,SOL.INJ.,100MG/2ML,B/5AMP.,Liste II,HOP,,RHONE POULENC RORER,FRANCE,1996-11-10 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2277,171/19 C 023/99,19 C 023,PROGUANIL,PALUDRINE,COMP.,100MG,B/56,,HOP,,ZENECA PHARMA,FRANCE,1999-06-06 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2278,036/19 C 029/05,19 C 029,PROGUANIL/CHLOROQUINE,SAVARINE,COMP. PELLI.,200MG/100MG,B/28,Liste II,HOP,OFF,ASTRA ZENECA,FRANCE,2005-11-06 00:00:00,Ré,I,2012-11-21 00:00:00,RETRAIT APRES TRANSFERT DE DETENTEUR
2279,233/19 D 026/01,19 D 026,TINIDAZOLE,TINI-500,COMP,500MG,B/4,Liste I,HOP,OFF,KOPRAN,INDE,2001-12-05 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
2280,300/19 D 027/04,19 D 027,PERMETHRINE / MALATHION / BUTOXYDE DE PIPERONYLE/ ISODODECANE,PARA PLUS,SOLUTION PULV.CUTANEE,"1G / 0,5G/ 4G /94,5Gpour 100G DE SOL.",FL/116G,,HOP,OFF,PHARMYGIENE-SCAT,FRANCE,2004-06-16 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2281,050/20 A 003/98,20 A 003,BECLOMETASONE,BECLOMET FORT,SUSP.INHAL.BUCCALE,250µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,LABORATOIRE DE DEVELOPPEMENT PHARMACEUTIQUE ALGERIEN (LDPA),ALGERIE,1998-05-12 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2282,155/20 A 003/99,20 A 003,BECLOMETASONE,BECLO-ASMA,AERO.,250µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,ALDO-UNION,ESPAGNE,1999-01-17 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2283,262/20 A 003/98,20 A 003,BECLOMETASONE,BECOTIDE,AERO.,250µG/Dose,FL/80DOSES,Liste I,HOP,OFF,GLAXO SMITHKLINE,FRANCE,1998-10-28 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2284,182/20 A 004/99/09,20 A 004,BECLOMETASONE DIPROPIONATE,BECLATE - 50,AERO.BUCCAL,50µG/DOSE,FL/200DOSES,Liste I,HOP,OFF,CIPLA LIMITED,INDE,,Gé,I,2014-05-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2285,050/20 A 004/98,20 A 004,BECLOMETASONE,BECLOMET,SUSP.INHAL.,50µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,LABORATOIRE DE DEVELOPPEMENT PHARMACEUTIQUE ALGERIEN (LDPA),ALGERIE,1998-05-12 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
2286,155/20 A 004/99,20 A 004,BECLOMETASONE,BECLO-ASMA,AERO.,50µG/BOUFFEE,FL/200DOSES,Liste I,HOP,OFF,ALDO-UNION,ESPAGNE,1999-01-31 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2287,092/20 A 004/98,20 A 004,BECLOMETASONE (SOUS FORME DE DIPROPIONATE),CLENIL 50,AERO.,50µG/BOUFFEE,FL/200 doses,Liste I,HOP,OFF,CHIESI S.P.A.,ITALIE,1998-03-31 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2288,202/20 A 005/99,20 A 005,CROMOGLYCATE DE SODIUM,INTAL,CAPS.+SPINHALER,"22,2MG",B/30,Liste II,HOP,OFF,FISONS,ANGLETERRE,1999-03-22 00:00:00,Gé,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR DANS LE PAYS D'ORIGINE
2289,182/20 A 006/98,20 A 006,CROMOGLYCATE DE SODIUM,CROMAL - 5,PDRE . AEROSOL,5MG/BOUFFEE,FL/112 DOSES,Liste II,HOP,OFF,CIPLA LIMITED,INDE,1998-12-15 00:00:00,Gé,I,00/12/2005,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
2290,202/20 A 006/99,20 A 006,CROMOGLYCATE DE SODIUM,INTAL 5 AEROSOL,AERO.,5MG/DOSE,FL/112 DOSES,Liste II,HOP,OFF,FISONS,ANGLETERRE,1999-03-22 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR DANS LE PAYS D'ORIGINE
