N,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,CONDITIONNEMENT,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,DATE D'ENREGISTREMENT FINAL,TYPE,STATUT,DUREE DE STABILITE
4534,447/21 D 046/13/18,21 D 046,ACIDE RISEDRONIQUE MONOSODIQUE HEMIPENTAHYDRATE EXPRIME EN ACIDE RIDEDRONIQUE MONOSODIQUE,OSTONEL ONCE A WEEK,COMPRIME PELLICULE,35MG,B/04,LISTE I,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,2013-11-03 00:00:00,2018-01-09 00:00:00,GE,F,36 MOIS
4535,012/21 E 025/98/16,21 E 025,BACLOFENE,BACRO,COMPRIME,10MG,B/50,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1998-08-16 00:00:00,2016-02-22 00:00:00,GE,I,36 MOIS
4536,068/21 E 025/98/15,21 E 025,BACLOFENE,LIORESAL,COMPRIME SECABLE,10MG,B/50,LISTE I,HOP,OFF,,NOVARTIS PHARMA SCHWEIZ AG,FRANCE,1998-12-13 00:00:00,2015-12-02 00:00:00,RE,I,36 MOIS
4537,380/21 E 025/20,21 E 025,BACLOFENE,CLORESAL,COMPRIME,10MG,B/50,LISTE I,HOP,OFF,,HUPP PHARMA,ALGERIE,2020-07-29 00:00:00,2020-07-29 00:00:00,GE,F,24 MOIS
4538,418/21 E 025/16,21 E 025,BACLOFENE,BACLON,COMPRIME SECABLE,10MG,B/50,LISTE I,HOP,OFF,,NEOMEDIC,ALGERIE,2016-12-04 00:00:00,2016-12-04 00:00:00,GE,F,24 MOIS
4539,001/21 E 060/16/21,21 E 060,TOLPERISONE CHLORHYDRATE,MYDOCALM,COMPRIME PELLICULE,150MG,B10 ET B/30,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIE,ALGERIE,2016-05-24 00:00:00,2021-10-05 00:00:00,GE,F,36 MOIS
4540,149/21 E 060/19,21 E 060,TOLPERISONE CHLORHYDRATE,TOLPICALM,COMPRIME PELLICULE,150MG,B/30,LISTE I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,,,GE,F,24 MOIS
4541,293/21 E 060/20,21 E 060,TOLPERISONE HYDROCHLORIDE,MYORELAX,COMPRIME PELLICULE,150MG,B/30,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2020-02-10 00:00:00,2020-02-10 00:00:00,GE,F,24 MOIS
4542,304/21 E 060/21,21 E 060,TOLPERISONE CHLORHYDRATE,TOLPECALM,COMPRIME PELLICULE,150MG,B/30,LISTE I,HOP,OFF,,GEOPHARM,ALGERIE,2021-03-14 00:00:00,2021-03-14 00:00:00,GE,F,24 MOIS
4543,418/21 E 060/13/18,21 E 060,TOLPERISONE CHLORHYDRATE,NEOCALM,COMPRIME PELLICULE,150MG,B/30 et B/10,LISTE I,HOP,OFF,,NEOMEDIC,ALGERIE,2013-02-04 00:00:00,2018-04-09 00:00:00,GE,F,24 MOIS
4544,492/21 E 060/19,21 E 060,TOLPERISONE CHLORHYDRATE,SOPRICALM,COMPRIME PELLICULE,150MG,B/30,LISTE I,HOP,OFF,,SOPRODIM SPA,ALGERIE,2019-12-03 00:00:00,2019-12-03 00:00:00,GE,F,24 MOIS
4545,546/21 E 060/21,21 E 060,TOLPERISONE CHLORHYDRATE,MYSOLAX,COMPRIME PELLICULE,150 MG,B/30,LISTE I,HOP,OFF,,SARL ONYX INDUSTRIE PHARMACEUTIQUE,ALGERIE,2021-12-30 00:00:00,2021-12-30 00:00:00,GE,F,24 MOIS
4546,231/21 E 070/16,21 E 070,THIOCOLCHICOSIDE,RELAXAN,COMPRIME,4MG,B/10,LISTE I,HOP,OFF,,LABORATOIRES SALEM,ALGERIE,2016-12-19 00:00:00,2016-12-19 00:00:00,GE,F,24 MOIS
4547,268/21 E 070/17/22,21 E 070,THIOCOLCHICOSIDE,MIOCED,MICROGRANULE EN GELLULE,4MG,B/24,LISTE I,HOP,OFF,,LABORATOIRES MERINAL FABRICATION,ALGERIE,2017-06-12 00:00:00,2022-10-13 00:00:00,GE,F,36 MOIS
4548,447/21 E 072/20,21 E 072,METHOCARBAMOL,MUSCLAX,COMPRIME,500 MG,BOITE DE 20 ET BOITE DE 60,LISTE II,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,2020-12-07 00:00:00,2023-10-04 00:00:00,GE,F,60 MOIS
4549,477/21 E 072/20,21 E 072,METHOCARBAMOL,MUSCLAX,COMPRIME,500MG,B/20 ET B/60,LISTE II,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,2020-12-07 00:00:00,2022-12-29 00:00:00,GE,F,36 MOIS
4550,268/21 E 073/20,21 E 073,IBUPROFENE / METHOCARBAMOL,MYOXYDOL,COMPRIME PELLICULE BICOUCHE,200MG/500MG,BOITE DE 30,LISTE II,HOP,OFF,,LABORATOIRES MERINAL FABRICATION,ALGERIE,2020-10-05 00:00:00,2024-01-21 00:00:00,GE,F,36 MOIS
4551,003/21 E 125/07/23,21 E 125,SULFATE FERREUX / ACIDE FOLIQUE,ZANITRA PLUS,GELULE A LIBERATION PROLONGE,150 MG/0.5 MG,BOITE DE 30,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2007-08-01 00:00:00,2023-05-10 00:00:00,GE,F,36 MOIS
4552,088/21 F 048/09,21 F 048,LEVOMENTHOL/VERATROLE/RESORCINOL/ACIDE SALICYLIQUE,SEPTHOL,GEL POUR APPLICATION CUTANEE,260MG/125MG/15MG/50MG/50G,T/50G,,HOP,OFF,,LABORATOIRES PHARMAGHREB,ALGERIE,2009-07-19 00:00:00,2009-07-19 00:00:00,GE,F,
4553,262/21 F 048/06,21 F 048,LEVOMENTHOL/VERATROLE/RESORCINOL/ACIDE SALICYLIQUE,SYNTHOL GEL,GEL,"0,52G/0,25G/0,03G/0,1G/100G",T/100G,,HOP,OFF,,GLAXOSMITHKLINE,FRANCE,2006-10-28 00:00:00,2006-10-28 00:00:00,RE,I,
4554,003/09/21 F 056/20,21 F 056,CAMPHRE,LATENDRA,CREME DERMIQUE,"0,04",T/40G,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2009-03-28 00:00:00,2020-05-31 00:00:00,GE,F,36 MOIS
4555,040/21 G 049/07,21 G 049,RANELATE DE STRONTIUM,PROTOS,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,2G/SACHET,B/07 ET B/28 SACHETS,LISTE I,HOP,OFF,,SERVIER,FRANCE,2007-03-07 00:00:00,2007-03-07 00:00:00,RE,I,
4556,035/21 G 050/09/15,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,ENDRONAX,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,PHARMALLIANCE,ALGERIE,2009-07-19 00:00:00,2015-08-09 00:00:00,GE,F,36 MOIS
4557,149/21 G 050/15,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ALENDRONATE DE SODIUM,OSTOMAX,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,2015-06-24 00:00:00,2015-06-24 00:00:00,GE,F,36 MOIS
4558,263/21 G 050/15,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,DROMAX,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,BIOPHARM SPA,ALGERIE,2015-05-31 00:00:00,2015-05-31 00:00:00,GE,F,36 MOIS
4559,289/21 G 050/07/24,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,POROSIMAX,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,FRATER-RAZES FORME SECHE,ALGERIE,2007-09-10 00:00:00,2024-02-28 00:00:00,GE,F,36 MOIS
4560,293/21 G 050/19,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,FOSACARE,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,BIOCARE,ALGERIE,2019-08-28 00:00:00,2019-08-28 00:00:00,GE,F,24 MOIS
4561,309/21 G 050/21,21 G 050,ACIDE ALENDRONIQUE (ALENDRONATE MONOSODIQUE TRIHYDRATE),OSTIMAX,COMPRIME,70MG,B/04,LISTE I,HOP,OFF,,LABORATOIRES DE DIAGNOSTIC MAGHREBINS-LDM,ALGERIE,2021-09-07 00:00:00,2022-10-13 00:00:00,GE,F,24 MOIS
4562,352/21 G 050/11/22,21 G 050,ACIDE ALENDRONIQUE (ALENDRONATE MONOSODIQUE TRIHYDRATE),FOLENAT,COMPRIME,70MG,PILULIER/04,LISTE I,HOP,OFF,,EL KENDI,ALGERIE,2011-11-27 00:00:00,2022-10-26 00:00:00,GE,F,36 MOIS
4563,380/21 G 050/20,21 G 050,ACIDE ALENDRONIQUE EXPRIME EN ALENDRONATE MONOSODIQUE TRIHYDRATE,STEOMAX,COMPRIME,70G,B/04,LISTE I,HOP,OFF,,HUPP PHARMA,ALGERIE,2020-12-17 00:00:00,2020-12-17 00:00:00,GE,F,24 MOIS
4564,447/21 G 050/16/23,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE,OSPORIX,COMPRIME,70 MG,B/04,LISTE I,HOP,OFF,,LABORATOIRES BEKER,ALGERIE,2016-04-27 00:00:00,2023-10-23 00:00:00,GE,F,36 MOIS
4565,544/21 G 050/22,21 G 050,ALENDRONATE MONOSODIQUE TRIHYDRATE ACIDE ALENDRONIQUE,OSMAX,COMPRIME,70MG,BOITE DE 04,LISTE I,HOP,OFF,,SARL WORLD MEDICINE,ALGERIE,2022-11-17 00:00:00,2022-11-17 00:00:00,GE,F,24 MOIS
4566,352/21 G 054/15,21 G 054,RALOXIFENE CHLORHYDRATE,EVIFEN,COMPRIME PELLICULE,60MG,B/30,LISTE I,HOP,OFF,,EL KENDI,ALGERIE,2015-03-18 00:00:00,2015-03-18 00:00:00,GE,F,36 MOIS
4567,263/21 G 055/08/23,21 G 055,TERIPARATIDE,FORTEO,SOLUTION INJECTABLE SC EN STYLO PREREMPLI,20UG/80UL,BOITE DE 01STULO PRER DE 30 DOSE DE 20UG,LISTE I,HOP,OFF,,BIOPHARM SPA,ALGERIE,2008-12-23 00:00:00,2023-07-17 00:00:00,RE,I,24 MOIS
4568,481/21 G 065/15,21 G 065,DENOSUMAB,PROLIA,SOLUTION INJECTABLE SC EN SERINGUE PREREMPLIE,60MG/ML,B/01 SERINGUE PREREMPLIE SECURISEE DE 1ML,LISTE I,HOP,,,AMGEN EUROPE B.V.,PAYS BAS,2015-06-29 00:00:00,2015-06-29 00:00:00,RE,I,36 MOIS
4569,289/21 G 066/15/23,21 G 066,ACIDE ALENDRONIQUE MONOSODIQUE TRIHYDRATE EXPRIME EN ACIDE ALENDRONIQUE/COLECALCIFEROL,POROSIMAX PLUS,COMPRIME,70MG/5600UI,B/04,LISTE I,HOP,OFF,,FRATER-RAZES FORME SECHE,ALGERIE,2015-07-26 00:00:00,2023-05-09 00:00:00,GE,F,18 MOIS
4570,210/21 H 037/01/16,21 H 037,INSAPONIFIABLE D'HUILE D'AVOCAT/ INSAPONIFIABLE D'HUILE DE SOJA,PIASCLEDINE 300,GELULE,100MG/200MG (TOTAL 300MG D'INSAPONIFIABLES AVOCAT-SOJA),B/15,,HOP,OFF,,EXPANSCIENCE,FRANCE,2001-12-05 00:00:00,2016-07-26 00:00:00,RE,I,36 MOIS
4571,099/21 H 051/09,21 H 051,SULFATE DE CHONDROÏTINE SODIQUE,STRUCTUM,GELULE,500MG,B/60,,HOP,OFF,,PIERRE FABRE MEDICAMENT,FRANCE,2009-12-30 00:00:00,2009-12-30 00:00:00,RE,I,
4572,182/21 J 042/10,21 J 042,LEFLUNOMIDE,LEFUMIDE 10,COMPRIME PELLICULE,10MG,B/30,LISTE I,HOP,OFF,,CIPLA LIMITED,INDE,2010-06-02 00:00:00,2010-06-02 00:00:00,GE,I,
4573,317/21 J 042/15,21 J 042,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE,10MG,B/30,LISTE I,HOP,OFF,,INPHA-MEDIS,ALGERIE,2015-04-12 00:00:00,2015-04-12 00:00:00,GE,F,24 MOIS
4574,352/21 J 042/14/22,21 J 042,LEFLUNOMIDE,RUMAVA,COMPRIME PELLICULE,10MG,B/30,LISTE I,HOP,OFF,,EL KENDI,ALGERIE,2014-10-13 00:00:00,2022-10-13 00:00:00,GE,F,36 MOIS
4575,510/21 J 042/17,21 J 042,LEFLUNOMIDE,LEFLUBIC ALEMBIC MAMI,COMPRIME PELLICULE,10MG,B/30,LISTE I,HOP,OFF,,ALEMBIC MAMI SPA,ALGERIE,2017-09-07 00:00:00,2017-09-07 00:00:00,GE,F,24 MOIS
4576,182/21 J 043/10,21 J 043,LEFLUNOMIDE,LEFUMIDE 20,COMPRIME PELLICULE,20MG,B/30,LISTE I,HOP,OFF,,CIPLA LIMITED,INDE,2010-06-02 00:00:00,2010-06-02 00:00:00,GE,I,
4577,317/21 J 043/15,21 J 043,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE,20MG,B/30,LISTE I,HOP,OFF,,INPHA-MEDIS,ALGERIE,2015-04-12 00:00:00,2015-04-12 00:00:00,GE,F,24 MOIS
4578,352/21 J 043/15/22,21 J 043,LEFLUNOMIDE,RUMAVA,COMPRIME PELLICULE,20MG,B/30,LISTE I,HOP,OFF,,EL KENDI,ALGERIE,2015-03-18 00:00:00,2022-10-13 00:00:00,GE,F,36 MOIS
4579,317/21 J 044/15,21 J 044,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE,100MG,B/03,LISTE I,HOP,OFF,,INPHA-MEDIS,ALGERIE,2015-04-12 00:00:00,2015-04-12 00:00:00,GE,F,24 MOIS
4580,045/21 J 058/23,21 J 058,ADALIMUMAB,AMSPARITY,SOL INJ EN SERINGUE PRE-REMPLIE,40MG,BOITE DE 02 SERINGUES PREREMPLIES DE 0.8ML,LISTE I,HOP,,,PFIZER EUROPE MA EEIG,BELGIQUE,2023-10-26 00:00:00,2023-10-26 00:00:00,,I,36 MOIS
4581,080/21 J 058/21,21 J 058,ADALIMUMAB,HYRIMOZ,SOLUTION INJECTABLE S/C EN SERINGUE PRE REMPLIE,40MG/0.8ML,"BOITE DE 2 SERINGUE PRE-REMPLIE DE 0,8 ML A USAGE UNIQUE SOUS PLAQUETTE",LISTE I,HOP,,,SANDOZ GMBH AUTRICHE,AUTRICHE,2021-06-21 00:00:00,2021-06-21 00:00:00,GE,I,30 MOIS
4582,481/21 J 058/21,21 J 058,ADALIMUMAB,AMGEVITA,SOLUTION INJECTABLE. S/C EN SERINGUE PRE-REMPLIE,40MG/0.8ML,B/2 SERINGUE PRE-REMPLIES DE 0.8ML,LISTE I,HOP,,,AMGEN EUROPE B.V.,PAYS BAS,2021-05-12 00:00:00,2021-05-12 00:00:00,GE,I,36 MOIS
4583,498/21 J 058/09/23,21 J 058,ADALIMUMAB,HUMIRA,SOLUTION INJECTABLE,40MG/0.4ML,"B/02 SERING. UNIDOSES PREREMPL. DE 0,4ML+ 02TAMPONS D'ALCOOL",LISTE I,HOP,,,LABORATOIRES ABBVIE,ALLEMAGNE,2009-07-22 00:00:00,2023-01-29 00:00:00,RE,I,24 MOIS
4584,613/21 J 058/23,21 J 058,ADALIMUMAB,HULIO,SOLUTION INJECTABLE EN STYLO PRE REMPLI,40MG/0.8ML,BOITE DE 02 STYLOS PRE REMPLIS DE 0.8ML,LISTE I,HOP,,,BIOSIMILAR COLLABORATIONS IRELAND LIMITED BCIL,IRLANDE,2023-11-07 00:00:00,2024-01-24 00:00:00,GE,I,36 MOIS
4585,141/21 J 059/10,21 J 059,METHOTREXATE DISODIQUE EXPRIME EN METHOTREXATE,METHOTREXATE EBEWE,SOLUTION INJECTABLE EN SERING. PREREMPL. SC/IM/IV,"10MG/ML** (OU 7,5MG/0,75ML - 10MG/ML - 15MG/1,5ML - 20MG/2ML)","B/1SERING. PREREMPLIE DE 0,75ML - B/1SERING. PREREMPLIE DE 1ML - B/1SERING. PREREMPLIE DE 1,5ML - B/1SERING. PREREMPLIE DE 2ML",LISTE I,HOP,OFF,,EBEWE PHARMA GES MBH NFG KG,AUTRICHE,2010-02-01 00:00:00,2010-02-01 00:00:00,GE,I,
4586,045/21 J 062/14/24,21 J 062,ETANERCEPT,ENBREL,SOLUTION INJECTABLE,50MG,B/ 4 SERINGUES PREREMPLIES DE 0.5ML+4 TAMPONS ALCOOLISES,LISTE I,HOP,,,PFIZER EUROPE MA EEIG,BELGIQUE,2014-11-13 00:00:00,2024-02-08 00:00:00,RE,I,30 MOIS
4587,080/21 J 062/21,21 J 062,ETANERCEPT,ERELZI,SOLUTION INJECTABLE. S/C EN SERINGUE PRE-REMPLIE,50MG/SERINGUE,B/4 SERINGUES PRE-REMPLIE DE 0.5ML,LISTE I,HOP,,,SANDOZ GMBH AUTRICHE,AUTRICHE,2021-05-10 00:00:00,2021-05-10 00:00:00,GE,I,36 MOIS
4588,630/21 J 062/24,21 J 062,ETANERCEPT,ALTEBREL,SOLUTION INJECTABLE,50MG/1ML,B/4 SERINGUES PRE-REMPLIE DE 1ML,LISTE I,HOP,,,ARYOGEN PHARMED,IRAN,2024-04-30 00:00:00,2024-04-30 00:00:00,GE,I,24 MOIS
4589,045/21 J 063/16/24,21 J 063,ETANERCEPT,ENBREL,SOLUTION INJECTABLE,25MG,BOITE DE 4 SERINGUES PREREMPLIES DE 0.5ML+4 TAMPONS ALCOOLISES,LISTE I,HOP,,,PFIZER EUROPE MA EEIG,BELGIQUE,2016-04-25 00:00:00,2024-02-08 00:00:00,RE,I,30 MOIS
4590,080/21 J 063/21,21 J 063,ETANERCEPT,ERELZI,SOLUTION INJECTABLE. S/C EN SERINGUE PRE-REMPLIE,25MG/SERINGUE,B/4 SERINGUES PRE-REMPLIE DE 0.5ML,LISTE I,HOP,,,SANDOZ GMBH AUTRICHE,AUTRICHE,2021-05-26 00:00:00,2021-05-26 00:00:00,GE,I,36 MOIS
4591,630/21 J 063/24,21 J 063,ETANERCEPT,ALTEBREL,SOLUTION INJECTABLE,25MG/0.5MG,B/4 SERINGUES PRE-REMPLIE DE 0.5ML,LISTE I,HOP,,,ARYOGEN PHARMED,IRAN,2024-04-30 00:00:00,2024-04-30 00:00:00,GE,I,24 MOIS
4592,128/21 J 068/15,21 J 068,TOCILIZUMAB,ACTEMRA,CONCENTRE POUR SOLUTION A DILUER POUR PERFUSION IV,20MG/ML/FLACON,"BOITE DE 1 FLACON DE 4 ML ( 80 mg/4ml), 10ml (200mg/10ml), 20ml( 400 mg/20ml)",LISTE I,HOP,,,ROCHE PHARMA (SCHWEIZ) LTD,SUISSE,2015-12-02 00:00:00,2015-12-02 00:00:00,RE,I,30 MOIS
4593,128/21 J 069/23,21 J 069,TOCILIZUMAB,ACTEMRA,SOL INJ SOUS CUTANE,180 MG/ML,BOITE DE 04SERINGUES PRE REM DE 0.9ML,LISTE I,HOP,,,ROCHE PHARMA (SCHWEIZ) LTD,SUISSE,2023-08-02 00:00:00,2023-08-02 00:00:00,,I,24 MOIS
4594,003/22 A 001/01/14,22 A 001,TRIPROLIDINE CHLORHYDRATE/PSEUDOEPHEDRINE CHLORHYDRATE/PARACETAMOL,RHUMAFED,COMPRIME,"2,5MG/50MG/300MG",B/20,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2001-01-08 00:00:00,2014-12-25 00:00:00,GE,F,36 MOIS
4595,079/22 A 001/12,22 A 001,TRIPROLIDINE CHLORHYDRATE/PSEUDOEPHEDRINE CHLORHYDRATE/PARACETAMOL,RHINAFED,COMPRIME SECABLE,"2,5MG/50MG/300MG",B/20,,HOP,OFF,,LAD PHARMA,ALGERIE,2012-05-31 00:00:00,2012-05-31 00:00:00,GE,F,
4596,457/22 A 001/11,22 A 001,TRIPROLIDINE CHLORHYDRATE/PSEUDOEPHEDRINE CHLORHYDRATE/PARACETAMOL,SOMIFED,COMPRIME,"2,5MG/50MG/300MG",B/20,,HOP,OFF,,SOMEDIAL,ALGERIE,2011-06-19 00:00:00,2011-06-19 00:00:00,GE,F,
4597,077/22 A 002/03,22 A 002,TRIPROLIDINE (CHLORHYDRATE)/PSEUDIEPHEDRINE (CHLORHYDRATE)/PARACETAMOL,RHUMOFEBRAL,SOLUTION BUVABLE,"1,25MG/25MG/125MG/5ML",F/125ML,,HOP,OFF,,LAM,ALGERIE,2003-09-16 00:00:00,2003-09-16 00:00:00,GE,F,
4598,503/22 A 002/16,22 A 002,TRIPROLIDINE (SOUS FORME DE CHLORHYDRATE)** /PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)**/PARACETAMOL,RHUMAFRO,SOLUTION BUVABLE,"1,25MG/25MG/125MG/5ML",FLACON DE 100 ML + GOBELET DOSEUR,,HOP,OFF,,AFROPHARM SPA,ALGERIE,2016-06-13 00:00:00,2016-06-13 00:00:00,GE,F,24 MOIS
4599,296/22 A 029/04/18,22 A 029,PARACETAMOL/PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** ET PARACETAMOL/CHLORPHENIRAMINE(SOUS FORME DE MALEATE)**,HUMEX RHUME,COMPRIME,500MG/60MG** (COMP.) ET 500MG/04MG** (GLES.),B/12 COMP. + 04 GLES.,,HOP,OFF,,URGO HEALTHCARE,FRANCE,2004-01-21 00:00:00,2018-04-30 00:00:00,RE,F,36 MOIS
4600,293/22 A 032/19,22 A 032,PARACETAMOL/ACIDE ASCORBIQUE/PHENIRAMINE MALEATE,BIOVEX,GRANULES POUR SOLUTION BUVABLE EN SACHET DOSE,280 MG/100MG/10 MG,B/08 SACHETS,,HOP,OFF,,BIOCARE,ALGERIE,2019-04-01 00:00:00,2019-04-01 00:00:00,GE,F,24 MOIS
4601,008/22 A 033/08/16,22 A 033,PARACETAMOL/ACIDE ASCORBIQUE/MALEATE DE PHENIRAMINE,FERVEX,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,"0,5G/0,2G/0,025G/SACH.DE 13,1G",BOITE DE 08 SACHETS,,HOP,OFF,,UPSA CONSEIL,FRANCE,2008-02-23 00:00:00,2017-11-05 00:00:00,RE,I,36 MOIS
4602,017/22 A 033/13,22 A 033,PARACETAMOL/ACIDE ASCORBIQUE/MALEATE DE PHENIRAMINE,FERVEX ADULTE SANS SUCRE,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,500MG/200MG/25MG**/SACH.,BOITE DE 08 SACHETS,,HOP,OFF,,BRISTOL MYERS SQUIBB PHARMA EEIG,FRANCE,2013-09-30 00:00:00,2013-09-30 00:00:00,RE,I,
4603,235/22 A 033/19,22 A 033,PARACETAMOL/ACIDE ASCORBIQUE/MALEATE DE PHENIRAMINE,RHYNEX,GRANULE POUR SOLUTION BUVABLE EN SACHETS-DOSE,500MG/200MG/25MG,BOITE DE 08 SACHETS,,HOP,OFF,,BIOGALENIC,ALGERIE,2019-10-30 00:00:00,2019-10-30 00:00:00,GE,F,24 MOIS
4604,293/22 A 033/13/24,22 A 033,PARACETAMOL/ACIDE ASCORBIQUE/MALEATE DE PHENIRAMINE,BIOVEX,GRANULES POUR SOL BUV EN SACHET POUR ADULTE,500MG/200MG/25MG,BOITE DE 08 SACHETS,,HOP,OFF,,BIOCARE,ALGERIE,2013-12-02 00:00:00,2024-01-21 00:00:00,GE,F,24 MOIS
4605,546/22 A 033/24,22 A 033,PARACETAMOL/ACIDE ASCORBIQUE/MALEATE DE PHENIRAMINE,PARAVEX ADULTE,GRANULE POUR SOLUTION BUVABLE,500MG/200MG/25MG,BOITE DE 08 SACHETS,,HOP,OFF,,SARL ONYX INDUSTRIE PHARMACEUTIQUE,ALGERIE,2024-03-10 00:00:00,2024-03-10 00:00:00,GE,F,24 MOIS
4606,263/22 A 034/08/14,22 A 034,PARACETAMOL/MALEATE DE PHENIRAMINE/PHENYLEPHRINE HYDROCHLORIDE/CAFEINE,RYNZA,POUDRE POUR SOLUTION BUVABLE EN SACHET DOSE,750MG/20MG/10MG/30MG/SACH. DE 5G,B/05 SACH. DE 5G,,HOP,OFF,,BIOPHARM SPA,ALGERIE,2008-02-23 00:00:00,2014-10-27 00:00:00,GE,F,24 MOIS
4607,352/22 A 035/08,22 A 035,DIPHENHYDRAMINE HYDROCHLORIDE/DEXTROMETHORPHANE HYDROBROMIDE/PSEUDOEPHEDRINE HYDROCHLORIDE/AMMONIUM CHLORIDE/SODIUM CITRATE/MENTHOL,MENTEX,SIROP,"12,5MG/15MG/30MG/125MG/57MG/1MG/5ML",FL./125ML + BOUCHON DOSEUR,,HOP,OFF,,EL KENDI,ALGERIE,2008-02-23 00:00:00,2008-02-23 00:00:00,GE,F,
4608,039/22 A 041/11/18,22 A 041,PARACETAMOL/PSEUDOEPHEDRINE CHLORHYDRATE COMP. DE JOUR ET PARACETAMOL/DIPHENHYDRAMINE CHLORHYDRATE COMP. DE NUIT,PARADIPAL,COMPRIME,500MG/60MG COMP. DE JOUR ET 500MG/25MG COMP. DE NUIT,B/16 ( 12 COMPS. DE JOUR ET 04 COMPS. DE NUIT),,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,2011-11-23 00:00:00,2018-05-22 00:00:00,GE,F,24 MOIS
4609,309/22 A 042/12/24,22 A 042,PARACETAMOL/CAFEINE/PHENYLEPHRINE CHLORHYDRATE,PANADOL RHUME + GRIPPE,COMPRIME PELLICULE,500MG/25MG/5MG,B/16,,HOP,OFF,,LABORATOIRES DE DIAGNOSTIC MAGHREBINS-LDM,ALGERIE,2012-07-02 00:00:00,2024-03-06 00:00:00,RE,F,36 MOIS
4610,035/22 A 043/16,22 A 043,IBUPROFENE/PSEUDOEPHEDRINE CHLORHYDRATE,GRIPEX PLUS,COMPRIME PELLICULE,200MG/30MG,B/20,,HOP,OFF,,PHARMALLIANCE,ALGERIE,2016-01-10 00:00:00,2016-01-10 00:00:00,GE,F,24 MOIS
4611,039/22 A 043/13,22 A 043,IBUPROFENE/PSEUDOEPHEDRINE CHLORHYDRATE,RHINEDAL,COMPRIME PELLICULE,200MG/30MG,B/20,LISTE II,HOP,OFF,,SOCIETE PHARMACEUTIQUE ALGERIENNE SOPHAL SPA,ALGERIE,2013-11-03 00:00:00,2013-11-03 00:00:00,GE,F,24 MOIS
4612,077/22 A 043/20,22 A 043,IBUPROFENE/PSEUDOEPHEDRINE CHLORHYDRATE,RHUMOLAM,COMPRIME PELLICULE,200MG/30MG,B/20,,HOP,OFF,,LAM,ALGERIE,2020-04-14 00:00:00,2020-04-14 00:00:00,GE,F,24 MOIS
4613,268/22 A 043/13/22,22 A 043,IBUPROFENE/PSEUDOEPHEDRINE CHLORHYDRATE,XYDOL RHUME,COMPRIME PELLICULE,200MG/30MG,B/20,LISTE II,HOP,OFF,,LABORATOIRES MERINAL FABRICATION,ALGERIE,2013-02-04 00:00:00,2022-10-23 00:00:00,GE,F,36 MOIS
4614,518/22 A 043/18/23,22 A 043,IBUPROFENE/PSEUDOEPHEDRINE CHLORHYDRATE,IBUPSO 200/30,COMPRIME PELLICULE,200 MG/30 MG,B/20,LISTE II,HOP,OFF,,TAPHCO,ALGERIE,2018-06-20 00:00:00,2023-10-04 00:00:00,GE,F,36 MOIS
